test_name,planner_name,num_agents,planning_time,plan_cost,num_collision_checks
test24,XECBS,4,7.79799,28.3267,142629
test25,XECBS,4,11.754,31.0669,216923
test26,XECBS,4,0.419784,21.5025,8461
test27,XECBS,4,8.34638,28.1347,171982
test28,XECBS,4,4.94735,28.2918,88836
test29,XECBS,4,61.8614,inf,770033
test30,XECBS,4,9.38473,27.2795,169653
test31,XECBS,4,3.07388,19.0241,50990
test32,XECBS,4,2.78444,28.9201,46837
test33,XECBS,4,0.85467,21.9039,15711
test34,XECBS,4,1.60844,22.5671,30336
test35,XECBS,4,1.58337,20.1411,31845
test36,XECBS,4,0.789639,22.5846,14489
test37,XECBS,4,8.81861,26.529,182951
test38,XECBS,4,3.39382,17.2089,59817
test39,XECBS,4,1.36678,25.0978,24638
test40,XECBS,4,0.77882,20.4029,14216
test41,XECBS,4,1.98744,25.5865,35066
test42,XECBS,4,8.17015,28.5536,165384
test43,XECBS,4,2.48109,23.2652,35784
test44,XECBS,4,0.737979,19.8618,12838
test45,XECBS,4,5.06024,23.5619,86106
test46,XECBS,4,7.36272,23.9634,131824
test47,XECBS,4,2.33651,22.8464,43165
test48,XECBS,4,0.379251,19.9317,8671
test49,XECBS,4,6.85357,24.2426,147895
