test_name,planner_name,num_agents,planning_time,plan_cost,num_collision_checks
test38,PRM,4,0.10607,32.2748,0
test39,PRM,4,0.151505,75.6138,0
test40,PRM,4,0.0847086,39.0119,0
test41,PRM,4,0.101586,27.2359,0
test42,PRM,4,0.0503578,50.428,0
test43,PRM,4,0.0620974,35.9377,0
test44,PRM,4,0.116491,44.9207,0
test45,PRM,4,0.265589,123.814,0
test46,PRM,4,0.0483833,40.7381,0
test47,PRM,4,0.0701761,45.7743,0
test48,PRM,4,0.0672734,36.1684,0
test49,PRM,4,0.0695674,39.6456,0
test20,XCBS,4,2.47146,17.3835,49227
test21,XCBS,4,60.0263,inf,1099514
test22,XCBS,4,2.47399,23.5969,69642
test23,XCBS,4,60.0033,inf,1227523
test24,XCBS,4,60.0011,inf,1218168
test25,XCBS,4,0.577077,16.4061,12338
test26,XCBS,4,0.583368,19.1812,14300
test27,XCBS,4,0.248063,14.6433,6926
test28,XCBS,4,0.305048,19.8793,6789
test29,XCBS,4,60.0131,inf,1021740
test30,XCBS,4,0.538803,19.3557,14068
test31,XCBS,4,0.110718,11.9031,3471
test32,XCBS,4,0.563465,20.8916,15986
test33,XCBS,4,60.0129,inf,1262078
test34,XCBS,4,11.6651,19.7048,288806
test35,XCBS,4,1.53795,22.6544,40961
test36,XCBS,4,63.9358,inf,1641484
test37,XCBS,4,0.286881,17.1217,8678
test38,XCBS,4,60.0116,inf,1182809
test39,XCBS,4,60.0119,inf,1160778
test40,XCBS,4,35.4539,14.0324,664943
test41,XCBS,4,60.002,inf,1209519
test42,XCBS,4,28.3829,19.984,592694
test43,XCBS,4,0.319615,20.909,5919
test44,XCBS,4,60.0062,inf,1141966
test45,XCBS,4,60.0076,inf,1324133
test46,XCBS,4,27.4922,14.015,639661
test47,XCBS,4,60.0114,inf,1205680
test48,XCBS,4,5.84032,21.7817,128417
test49,XCBS,4,10.5187,14.015,232023
test20,CBS_MP,4,0.6846,17.8722,16960
test21,CBS_MP,4,60.0099,inf,1610467
test22,CBS_MP,4,107.36,inf,3462448
test23,CBS_MP,4,11.137,21.4675,331079
test24,CBS_MP,4,53.7194,15.6207,1570097
test25,CBS_MP,4,0.552815,16.7901,14375
test26,CBS_MP,4,1.44639,19.1812,38593
test27,CBS_MP,4,0.219845,14.6084,6781
test28,CBS_MP,4,0.512395,19.8793,11932
test29,CBS_MP,4,0.678019,19.7048,20194
test30,CBS_MP,4,1.26158,19.4255,34131
test31,CBS_MP,4,0.0865056,11.9031,2907
test32,CBS_MP,4,0.825703,20.7869,25704
test33,CBS_MP,4,11.4283,26.9653,282584
test34,CBS_MP,4,20.4249,19.8793,602961
test35,CBS_MP,4,5.10805,22.7242,150180
test36,CBS_MP,4,79.9313,inf,2657780
test37,CBS_MP,4,0.37029,17.2962,10605
test38,CBS_MP,4,5.78029,19.7397,153578
test39,CBS_MP,4,22.1708,22.4973,578850
test40,CBS_MP,4,2.83323,13.9975,77986
test41,CBS_MP,4,1.60994,16.5806,45743
